signal_timestamp,token_name_x,contract_address,total_wallets_involved,wallets_details,signal_id,initial_ath_usd,final_ath_usd,profit_multiplier,performance_status,evaluation_complete,token_name_y,token_symbol
2025-07-13 07:15:00+00:00,BOBDOG,7z1nRpAVxaYNuoY9R1RcCNU7D5SSs3rr9ceraWD5VyLt,2,"[{'type': 'KOL', 'id': 4, 'mc_at_buy': 32950.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 33290.0}]",66,0.0,0.0,0.0,PENDING,False,Little Bob Dog,"<a href="""" onclick='return ShowCashtag(""BOBDOG"""
2025-07-13 07:19:10+00:00,CHUNK,GcXmn6UfQmF4hVF219DGqXerfLhXXxxC9NEDyA2ebonk,2,"[{'type': 'KOL', 'id': 9, 'mc_at_buy': 17680.0}, {'type': 'KOL', 'id': 103, 'mc_at_buy': 11530.0}]",67,21400.0,47300.0,2.210280373831776,SUCCESS,True,chunk the groundhog,"<a href="""" onclick='return ShowCashtag(""CHUNK"""
2025-07-13 07:30:51+00:00,BORK,8jo1g8bEUyRAmTLxauuiRttgy9ctgWs9Muwra4fqbonk,2,"[{'type': 'New Wallet', 'id': 13, 'mc_at_buy': 13330.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 15070.0}]",68,19700.0,22400.0,1.1370558375634519,SUCCESS,True,Bork,"<a href="""" onclick='return ShowCashtag(""BORK"""
2025-07-13 07:47:35+00:00,ily,84jBGTqMeZNF7DqBKXyvXKPZMtYjkMQQnSuEQCJrbonk,2,"[{'type': 'KOL', 'id': 62, 'mc_at_buy': 16830.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 7500.0}]",69,17200.0,17200.0,1.0,FAILURE,True,"there is no coin, i love you","<a href="""" onclick='return ShowCashtag(""ILY"""
2025-07-13 08:00:41+00:00,MARKI,mp4GQ2WbghxLpEBrWzgHkv1zPbTExfSFRuowswqbonk,2,"[{'type': 'New Wallet', 'id': 13, 'mc_at_buy': 17710.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 8170.0}]",70,25300.0,47500.0,1.8774703557312253,SUCCESS,True,Marki,"<a href="""" onclick='return ShowCashtag(""MARKI"""
2025-07-13 08:04:19+00:00,MARKI,mp4GQ2WbghxLpEBrWzgHkv1zPbTExfSFRuowswqbonk,3,"[{'type': 'KOL', 'id': 4, 'mc_at_buy': 26140.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 18000.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 17710.0}]",71,47500.0,47500.0,1.0,FAILURE,True,Marki,"<a href="""" onclick='return ShowCashtag(""MARKI"""
2025-07-13 08:11:34+00:00,unicoin,2tnZWtkTXsk3WxGdQwtKCXqQxkoLLwqxFKZYQEYSpump,3,"[{'type': 'New Wallet', 'id': 124, 'mc_at_buy': 21780.0}, {'type': 'New Wallet', 'id': 56, 'mc_at_buy': 12000.0}, {'type': 'New Wallet', 'id': 82, 'mc_at_buy': 8840.0}]",72,31700.0,53600.0,1.6908517350157728,SUCCESS,True,unicoin,$UNICOIN
2025-07-13 08:27:46+00:00,OUUU,AMyZv1fv9nqKT68tpw8Hy25jPwXHzPNTNDzZDwYvbonk,3,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 14600.0}, {'type': 'New Wallet', 'id': 8, 'mc_at_buy': 11710.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 8150.0}]",73,15900.0,16800.0,1.0566037735849056,SUCCESS,True,Ouuu,"<a href="""" onclick='return ShowCashtag(""OUUU"""
2025-07-13 08:37:03+00:00,dihcoin,4h3PvCN6JAm2NZ5jajiLrK3XmvWiQiavdb2QHDu6Uig3,2,"[{'type': 'New Wallet', 'id': 82, 'mc_at_buy': 22420.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5880.0}]",74,26900.0,71100.0,2.643122676579926,SUCCESS,True,dihcoin,"<a href="""" onclick='return ShowCashtag(""DIHCOIN"""
2025-07-13 08:39:14+00:00,dihcoin,4h3PvCN6JAm2NZ5jajiLrK3XmvWiQiavdb2QHDu6Uig3,3,"[{'type': 'New Wallet', 'id': 82, 'mc_at_buy': 28150.0}, {'type': 'KOL', 'id': 39, 'mc_at_buy': 28470.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5880.0}]",75,71100.0,71100.0,1.0,FAILURE,True,dihcoin,"<a href="""" onclick='return ShowCashtag(""DIHCOIN"""
2025-07-13 08:53:59+00:00,白描,6ZN6c2feR8uCG9GodfUG8QgPNXXuuarDGVPQzaiVbonk,2,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 30400.0}, {'type': 'New Wallet', 'id': 8, 'mc_at_buy': 40150.0}]",76,69200.0,69200.0,1.0,FAILURE,True,Baimiao,白描
2025-07-13 08:56:44+00:00,白描,6ZN6c2feR8uCG9GodfUG8QgPNXXuuarDGVPQzaiVbonk,2,"[{'type': 'New Wallet', 'id': 33, 'mc_at_buy': 27370.0}, {'type': 'New Wallet', 'id': 9, 'mc_at_buy': 31590.0}]",77,0.0,0.0,0.0,PENDING,False,Baimiao,白描
2025-07-13 08:59:07+00:00,白描,6ZN6c2feR8uCG9GodfUG8QgPNXXuuarDGVPQzaiVbonk,2,"[{'type': 'New Wallet', 'id': 33, 'mc_at_buy': 15930.0}, {'type': 'New Wallet', 'id': 9, 'mc_at_buy': 31590.0}]",78,0.0,0.0,0.0,PENDING,False,Baimiao,白描
2025-07-13 09:09:45+00:00,PUG,8M889cj7r69srxsLKjGNMqb2ex8yMH7U2kNsTRw6bonk,2,"[{'type': 'New Wallet', 'id': 56, 'mc_at_buy': 18690.0}, {'type': 'New Wallet', 'id': 82, 'mc_at_buy': 13920.0}]",79,22400.0,31800.0,1.4196428571428572,SUCCESS,True,Pugcoin,"<a href="""" onclick='return ShowCashtag(""PUG"""
2025-07-13 09:17:36+00:00,借助,DtyyaJLgUbH5sG3p9j649DfPa6qsCvqNLhHMfcT3bonk,2,"[{'type': 'New Wallet', 'id': 17, 'mc_at_buy': 13420.0}, {'type': 'New Wallet', 'id': 21, 'mc_at_buy': 11820.0}]",80,15100.0,15100.0,1.0,FAILURE,True,King Wu Ding,借助
2025-07-13 09:20:38+00:00,몰랑이,Ak9tdJxGgwhvr1XiAUiMphNMVk5y7sDFQucTP3DXbonk,2,"[{'type': 'KOL', 'id': 4, 'mc_at_buy': 13690.0}, {'type': 'New Wallet', 'id': 82, 'mc_at_buy': 10000.0}]",81,19300.0,20700.0,1.072538860103627,SUCCESS,True,Molang,몰랑이
2025-07-13 09:48:29+00:00,ratskin,C93yJBdoXrWbLDqKn9JVVfZ5ccSZXqa5PMGMP9KTbonk,2,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 17420.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5760.0}]",82,22800.0,22800.0,1.0,FAILURE,True,Imaginary Trenchcoin,"<a href="""" onclick='return ShowCashtag(""RATSKIN"""
2025-07-13 10:27:13+00:00,GAPE,7UUUHUxGrDunmbL5g3veDMtb5ai7gCexiNLZtBJgpump,2,"[{'type': 'New Wallet', 'id': 87, 'mc_at_buy': 19980.0}, {'type': 'New Wallet', 'id': 15, 'mc_at_buy': 69250.0}]",83,70500.0,70500.0,1.0,FAILURE,True,GAPE,$GAPE
2025-07-13 11:01:40+00:00,hehe,8iS7RfexH5X3sr7AGNkMCH4fXJKkM3cMJ6qz9UEfbonk,2,"[{'type': 'New Wallet', 'id': 29, 'mc_at_buy': 12170.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 6480.0}]",84,16000.0,16000.0,1.0,FAILURE,True,hehe,"<a href="""" onclick='return ShowCashtag(""HEHE"""
2025-07-13 11:38:56+00:00,MOLU,EbkFqSiq3WDbKzj63CsEFncevJUjMsGzVM5PN91vtmHp,2,"[{'type': 'KOL', 'id': 46, 'mc_at_buy': 12250.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 8880.0}]",85,19300.0,26300.0,1.3626943005181347,SUCCESS,True,The Traveling Plushy,"<a href="""" onclick='return ShowCashtag(""MOLU"""
2025-07-13 12:00:30+00:00,MOLU,EbkFqSiq3WDbKzj63CsEFncevJUjMsGzVM5PN91vtmHp,2,"[{'type': 'KOL', 'id': 54, 'mc_at_buy': 23030.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 18080.0}]",86,0.0,0.0,0.0,PENDING,False,The Traveling Plushy,"<a href="""" onclick='return ShowCashtag(""MOLU"""
2025-07-13 12:05:58+00:00,Degen,92N1yYagy4bVL19HaUhqdXRriqaKFoBLxivtDMS5bonk,2,"[{'type': 'New Wallet', 'id': 52, 'mc_at_buy': 12290.0}, {'type': 'New Wallet', 'id': 23, 'mc_at_buy': 7760.0}]",87,16600.0,16600.0,1.0,FAILURE,True,DegenCoin,"<a href="""" onclick='return ShowCashtag(""DEGEN"""
2025-07-13 12:09:37+00:00,蝿,FEQ3ek7ZQB7UsK9CzPDxkX8sMyZrjyQu4ha7jZFUbonk,2,"[{'type': 'New Wallet', 'id': 5, 'mc_at_buy': 19600.0}, {'type': 'New Wallet', 'id': 23, 'mc_at_buy': 7740.0}]",88,25300.0,25300.0,1.0,FAILURE,True,Flying Animals,蝿
2025-07-13 12:13:35+00:00,bags,Am3m9DYBD5vzVjHGKg9nj6Vt8VUHFMaLVvGdka9Vbonk,2,"[{'type': 'New Wallet', 'id': 5, 'mc_at_buy': 15350.0}, {'type': 'New Wallet', 'id': 23, 'mc_at_buy': 8460.0}]",89,19600.0,26900.0,1.3724489795918366,SUCCESS,True,dog in bags,"<a href="""" onclick='return ShowCashtag(""BAGS"""
2025-07-13 12:15:06+00:00,bags,Am3m9DYBD5vzVjHGKg9nj6Vt8VUHFMaLVvGdka9Vbonk,3,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 16520.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 16750.0}, {'type': 'New Wallet', 'id': 23, 'mc_at_buy': 8460.0}]",90,26900.0,26900.0,1.0,FAILURE,True,dog in bags,"<a href="""" onclick='return ShowCashtag(""BAGS"""
2025-07-13 12:28:51+00:00,TLISA,D6oVzbZL3zFuYKaaaG672pXpox5Pi7Xf9LadNAZCpump,2,"[{'type': 'New Wallet', 'id': 5, 'mc_at_buy': 31360.0}, {'type': 'New Wallet', 'id': 14, 'mc_at_buy': 21130.0}]",91,44000.0,165100.0,3.7522727272727274,SUCCESS,True,Tesla Lisa,$TLISA
2025-07-13 12:39:08+00:00,GOATCOIN,FZGkG7FJPRP3sdbQHr5Veqnysh3NhxBfLrVeMsDUpump,2,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 16379.999999999998}, {'type': 'New Wallet', 'id': 52, 'mc_at_buy': 16830.0}]",92,19000.0,41000.0,2.1578947368421053,SUCCESS,True,GOATCOIN,$GOATCOIN
2025-07-13 12:43:43+00:00,GOATCOIN,FZGkG7FJPRP3sdbQHr5Veqnysh3NhxBfLrVeMsDUpump,2,"[{'type': 'KOL', 'id': 19, 'mc_at_buy': 32479.999999999996}, {'type': 'New Wallet', 'id': 9, 'mc_at_buy': 16379.999999999998}]",93,41000.0,41000.0,1.0,FAILURE,True,GOATCOIN,$GOATCOIN
2025-07-13 13:07:27+00:00,Pointless,AsCTi2ZGktRYpkU6AdBMZHm6oWJprdhbARhXW8jJpump,2,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 24120.0}, {'type': 'New Wallet', 'id': 14, 'mc_at_buy': 23710.0}]",94,29700.0,30000.0,1.0101010101010102,SUCCESS,True,Pointless Coin,POINTLESS
2025-07-13 13:12:22+00:00,TikTok,GRDPwg6scs1kSgQUPcz9PbH9LzYdYyAfT2iNNq3W4Xn7,2,"[{'type': 'New Wallet', 'id': 23, 'mc_at_buy': 12410.0}, {'type': 'KOL', 'id': 19, 'mc_at_buy': 11010.0}]",95,20400.0,20400.0,1.0,FAILURE,True,TikTok coin,"<a href="""" onclick='return ShowCashtag(""TIKTOK"""
2025-07-13 13:51:07+00:00,RRC,9cwjw5KSw3yPVSyhsGzTGiYwHpirU5jSwZ2MUsMMbonk,2,"[{'type': 'New Wallet', 'id': 58, 'mc_at_buy': 15130.0}, {'type': 'KOL', 'id': 18, 'mc_at_buy': 8260.0}]",96,25300.0,68700.0,2.7154150197628457,SUCCESS,True,Retard Register Coin,"<a href="""" onclick='return ShowCashtag(""RRC"""
2025-07-13 13:52:57+00:00,RRC,9cwjw5KSw3yPVSyhsGzTGiYwHpirU5jSwZ2MUsMMbonk,2,"[{'type': 'New Wallet', 'id': 23, 'mc_at_buy': 22640.0}, {'type': 'New Wallet', 'id': 58, 'mc_at_buy': 15130.0}]",97,68700.0,68700.0,1.0,FAILURE,True,Retard Register Coin,"<a href="""" onclick='return ShowCashtag(""RRC"""
2025-07-13 14:01:01+00:00,Color,EL5YYFPqMwGUrbNYR22rqrH2qehMftSwdLZbg1K9bonk,2,"[{'type': 'KOL', 'id': 54, 'mc_at_buy': 16970.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 9900.0}]",98,19100.0,19100.0,1.0,FAILURE,True,Cult,"<a href="""" onclick='return ShowCashtag(""COLOR"""
2025-07-13 14:05:31+00:00,rocky,8tqSGBybofKTYsGE9GCdwj1Ype6zD7jsMmsFfUFVfjgK,2,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 12990.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 6960.0}]",99,16300.0,16600.0,1.01840490797546,SUCCESS,True,rocket cat,"<a href="""" onclick='return ShowCashtag(""ROCKY"""
2025-07-13 14:10:38+00:00,flow,3pRNXDhtAJLEMb1G7nWvz7tCvnMdKSor145Zr4eVbonk,2,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 17450.0}, {'type': 'New Wallet', 'id': 23, 'mc_at_buy': 15210.0}]",100,23300.0,23300.0,1.0,FAILURE,True,oscar winning cat,"<a href="""" onclick='return ShowCashtag(""FLOW"""
2025-07-13 14:18:52+00:00,gud,DQ2Qeh1Vey8YwiAeW2hAr1cc74RTSnirNx6Bg12bonk,3,"[{'type': 'New Wallet', 'id': 60, 'mc_at_buy': 29710.0}, {'type': 'New Wallet', 'id': 23, 'mc_at_buy': 10880.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 10060.0}]",101,34700.0,143700.0,4.141210374639769,SUCCESS,True,gud coin,"<a href="""" onclick='return ShowCashtag(""GUD"""
2025-07-13 14:22:21+00:00,CHUNK,8dFjx2GnVbs3ADpLz1Afk8oUofCkCretWozhYeQFbonk,2,"[{'type': 'KOL', 'id': 55, 'mc_at_buy': 17190.0}, {'type': 'KOL', 'id': 13, 'mc_at_buy': 21470.0}]",102,25000.0,25000.0,1.0,FAILURE,True,Chunk the Groundhog,"<a href="""" onclick='return ShowCashtag(""CHUNK"""
2025-07-13 14:40:25+00:00,Tovi,HwDSKCwQtVapvpW7ajabdHMMdHBy9vseKNS69g6Kbonk,4,"[{'type': 'New Wallet', 'id': 9, 'mc_at_buy': 12590.0}, {'type': 'New Wallet', 'id': 30, 'mc_at_buy': 10660.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 8460.0}, {'type': 'KOL', 'id': 10, 'mc_at_buy': 6260.0}]",103,18100.0,28000.0,1.5469613259668509,SUCCESS,True,Korean Marshmallow Dancer,"<a href="""" onclick='return ShowCashtag(""TOVI"""
2025-07-13 14:44:56+00:00,Tovi,HwDSKCwQtVapvpW7ajabdHMMdHBy9vseKNS69g6Kbonk,2,"[{'type': 'KOL', 'id': 54, 'mc_at_buy': 18720.0}, {'type': 'New Wallet', 'id': 9, 'mc_at_buy': 12590.0}]",104,28000.0,28000.0,1.0,FAILURE,True,Korean Marshmallow Dancer,"<a href="""" onclick='return ShowCashtag(""TOVI"""
2025-07-13 15:00:46+00:00,NORMIE,EKhZP2usAcPTazL56fEBHsr9hW1xYpdLc88gHiJM2Zr8,4,"[{'type': 'KOL', 'id': 13, 'mc_at_buy': 13680.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 10100.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 6410.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 8100.0}]",105,14800.0,14800.0,1.0,FAILURE,True,JUST A  NORMIE GUY,"<a href="""" onclick='return ShowCashtag(""NORMIE"""
2025-07-13 15:03:07+00:00,NORMIE,DCnc6ZWpv1bbiLe4K7gzJKy6cotoLiG8a2UUSLptt95P,2,"[{'type': 'New Wallet', 'id': 5, 'mc_at_buy': 22530.0}, {'type': 'New Wallet', 'id': 30, 'mc_at_buy': 11870.0}]",106,66600.0,98700.0,1.481981981981982,SUCCESS,True,NORMIE,"<a href="""" onclick='return ShowCashtag(""NORMIE"""
2025-07-13 15:04:38+00:00,BORING GUY,3JeFdFTF7JLTUEYsTiDXvebGuJ3EMfiFgEgdPhyxbonk,3,"[{'type': 'KOL', 'id': 1, 'mc_at_buy': 15700.0}, {'type': 'KOL', 'id': 10, 'mc_at_buy': 17310.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 10980.0}]",107,75200.0,75200.0,1.0,FAILURE,True,Just A Boring Guy,"<a href="""" onclick='return ShowCashtag(""BORING"""
2025-07-13 15:06:08+00:00,BORING GUY,3JeFdFTF7JLTUEYsTiDXvebGuJ3EMfiFgEgdPhyxbonk,3,"[{'type': 'New Wallet', 'id': 12, 'mc_at_buy': 12960.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 15700.0}, {'type': 'KOL', 'id': 10, 'mc_at_buy': 17310.0}]",108,75200.0,75200.0,1.0,FAILURE,True,Just A Boring Guy,"<a href="""" onclick='return ShowCashtag(""BORING"""
2025-07-13 15:08:51+00:00,BORING GUY,3JeFdFTF7JLTUEYsTiDXvebGuJ3EMfiFgEgdPhyxbonk,2,"[{'type': 'KOL', 'id': 1, 'mc_at_buy': 30260.0}, {'type': 'New Wallet', 'id': 12, 'mc_at_buy': 12960.0}]",109,75200.0,75200.0,1.0,FAILURE,True,Just A Boring Guy,"<a href="""" onclick='return ShowCashtag(""BORING"""
2025-07-13 15:23:48+00:00,夢蘭,DFxkbRbMC98pEw2qCz6G2JpwPf9pbHnznv7RJVWCbonk,3,"[{'type': 'KOL', 'id': 54, 'mc_at_buy': 17860.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 8119.999999999999}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 6840.0}]",110,21700.0,21700.0,1.0,FAILURE,True,Mèng Lán,夢蘭
2025-07-13 15:27:21+00:00,夢蘭,DFxkbRbMC98pEw2qCz6G2JpwPf9pbHnznv7RJVWCbonk,3,"[{'type': 'KOL', 'id': 29, 'mc_at_buy': 15110.0}, {'type': 'KOL', 'id': 54, 'mc_at_buy': 17860.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 8119.999999999999}]",111,21700.0,21700.0,1.0,FAILURE,True,Mèng Lán,夢蘭
2025-07-13 15:30:37+00:00,cool,HuYZvmwBMu4Msnrvrt8KMfT3PUv9Z3pb9JUMGxuybonk,2,"[{'type': 'KOL', 'id': 1, 'mc_at_buy': 12880.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 10360.0}]",112,26600.0,26600.0,1.0,FAILURE,True,cool coin,"<a href="""" onclick='return ShowCashtag(""COOL"""
2025-07-13 15:41:37+00:00,蛙哈哈,49tRiozhkmGGmaDjSAEBTjNV9DezMyZ1PqXyZtM6bonk,2,"[{'type': 'KOL', 'id': 21, 'mc_at_buy': 26280.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 25390.0}]",113,32100.0,32100.0,1.0,FAILURE,True,Wechat Happiest Frog,蛙哈哈
2025-07-13 15:48:36+00:00,Bagworking,DRaLv9zcduFCjUwf4ZtjjCjPNDM3ey1J9TS7wpBFbonk,3,"[{'type': 'KOL', 'id': 103, 'mc_at_buy': 15670.0}, {'type': 'KOL', 'id': 10, 'mc_at_buy': 11830.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 10100.0}]",114,28400.0,28400.0,1.0,FAILURE,True,Bag is working,BAGWORKING
2025-07-13 15:50:07+00:00,Bagworking,DRaLv9zcduFCjUwf4ZtjjCjPNDM3ey1J9TS7wpBFbonk,4,"[{'type': 'New Wallet', 'id': 12, 'mc_at_buy': 24350.0}, {'type': 'KOL', 'id': 103, 'mc_at_buy': 15670.0}, {'type': 'KOL', 'id': 10, 'mc_at_buy': 11830.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 10100.0}]",115,28400.0,28400.0,1.0,FAILURE,True,Bag is working,BAGWORKING
2025-07-13 15:53:19+00:00,Bagworking,DRaLv9zcduFCjUwf4ZtjjCjPNDM3ey1J9TS7wpBFbonk,2,"[{'type': 'KOL', 'id': 103, 'mc_at_buy': 22020.0}, {'type': 'New Wallet', 'id': 12, 'mc_at_buy': 24350.0}]",116,28400.0,28400.0,1.0,FAILURE,True,Bag is working,BAGWORKING
2025-07-13 16:18:57+00:00,耄耋,tPn4gXdRTUMHgCwnGMcsE3hrBz6tLViqqFRdMaobonk,2,"[{'type': 'KOL', 'id': 29, 'mc_at_buy': 34950.0}, {'type': 'New Wallet', 'id': 9, 'mc_at_buy': 13000.0}]",117,39500.0,39500.0,1.0,FAILURE,True,MAODIE,耄耋
2025-07-13 16:25:07+00:00,VibeCat,8p3FBucWNvFjh3WfRqCGD6s3YVYQGPyfWhoxtmQKbonk,2,"[{'type': 'New Wallet', 'id': 12, 'mc_at_buy': 13640.0}, {'type': 'New Wallet', 'id': 9, 'mc_at_buy': 15030.0}]",118,18100.0,26400.0,1.4585635359116023,SUCCESS,True,VibeCat,"<a href="""" onclick='return ShowCashtag(""VIBECAT"""
2025-07-13 16:26:56+00:00,wen,Am2Sib9C2UjU7EkKGGkf8VyfkSq3uQbmPkSVazhvbonk,3,"[{'type': 'New Wallet', 'id': 12, 'mc_at_buy': 16140.0}, {'type': 'KOL', 'id': 29, 'mc_at_buy': 17290.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 15170.0}]",119,19900.0,35500.0,1.7839195979899498,SUCCESS,True,wen,"<a href="""" onclick='return ShowCashtag(""WEN"""
2025-07-13 16:30:26+00:00,wen,Am2Sib9C2UjU7EkKGGkf8VyfkSq3uQbmPkSVazhvbonk,4,"[{'type': 'New Wallet', 'id': 66, 'mc_at_buy': 28850.0}, {'type': 'New Wallet', 'id': 12, 'mc_at_buy': 16140.0}, {'type': 'KOL', 'id': 29, 'mc_at_buy': 17290.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 15170.0}]",120,35500.0,35500.0,1.0,FAILURE,True,wen,"<a href="""" onclick='return ShowCashtag(""WEN"""
2025-07-13 16:32:17+00:00,motion,2aFciE7th53rF5mLEfq6xnzLezycMETY3Yrxdw8Bbonk,2,"[{'type': 'New Wallet', 'id': 5, 'mc_at_buy': 15250.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 6410.0}]",121,16100.000000000002,16100.000000000002,1.0,FAILURE,True,e̶𝘮𝘰𝘵𝘪𝘰𝘯,"<a href="""" onclick='return ShowCashtag(""MOTION"""
2025-07-13 16:40:34+00:00,MAXXING,A9QsyjnSZN1qKjZrGPNQJ1sfpUVdWs8UBG7MSiP33e55,2,"[{'type': 'New Wallet', 'id': 55, 'mc_at_buy': 31480.0}, {'type': 'New Wallet', 'id': 5, 'mc_at_buy': 10520.0}]",122,54200.0,95200.0,1.7564575645756457,SUCCESS,True,Everythingmaxxing,"<a href="""" onclick='return ShowCashtag(""MAXXING"""
2025-07-13 16:44:30+00:00,MAXXING,3C4Jhbi4FnXcKggTjek46zBFsQi8Y2tVtz7xcJSqbonk,3,"[{'type': 'KOL', 'id': 21, 'mc_at_buy': 34630.0}, {'type': 'New Wallet', 'id': 22, 'mc_at_buy': 25810.0}, {'type': 'New Wallet', 'id': 23, 'mc_at_buy': 13180.0}]",123,0.0,0.0,0.0,PENDING,False,,
2025-07-13 16:46:11+00:00,MAXXING,3C4Jhbi4FnXcKggTjek46zBFsQi8Y2tVtz7xcJSqbonk,2,"[{'type': 'New Wallet', 'id': 76, 'mc_at_buy': 34690.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 34630.0}]",124,0.0,0.0,0.0,PENDING,False,,
2025-07-13 16:49:07+00:00,MAXXING,3C4Jhbi4FnXcKggTjek46zBFsQi8Y2tVtz7xcJSqbonk,3,"[{'type': 'KOL', 'id': 1, 'mc_at_buy': 31290.0}, {'type': 'New Wallet', 'id': 76, 'mc_at_buy': 34690.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 34630.0}]",125,0.0,0.0,0.0,PENDING,False,,
2025-07-13 16:59:15+00:00,rial,9Rj5aBhQAU5urzwPQZhVSQ4jkTwSetxtc1d1ncFYG1AU,3,"[{'type': 'KOL', 'id': 103, 'mc_at_buy': 18020.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 8820.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 6180.0}]",126,24300.0,31700.0,1.3045267489711934,SUCCESS,True,most worthless currency,"<a href="""" onclick='return ShowCashtag(""RIAL"""
2025-07-13 17:00:54+00:00,rial,9Rj5aBhQAU5urzwPQZhVSQ4jkTwSetxtc1d1ncFYG1AU,5,"[{'type': 'KOL', 'id': 55, 'mc_at_buy': 24060.0}, {'type': 'KOL', 'id': 103, 'mc_at_buy': 22760.0}, {'type': 'KOL', 'id': 34, 'mc_at_buy': 22040.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 8820.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 6180.0}]",127,31700.0,31700.0,1.0,FAILURE,True,most worthless currency,"<a href="""" onclick='return ShowCashtag(""RIAL"""
2025-07-13 17:02:41+00:00,rial,9Rj5aBhQAU5urzwPQZhVSQ4jkTwSetxtc1d1ncFYG1AU,7,"[{'type': 'New Wallet', 'id': 12, 'mc_at_buy': 18160.0}, {'type': 'KOL', 'id': 55, 'mc_at_buy': 24060.0}, {'type': 'KOL', 'id': 13, 'mc_at_buy': 24730.0}, {'type': 'KOL', 'id': 103, 'mc_at_buy': 22760.0}, {'type': 'KOL', 'id': 34, 'mc_at_buy': 22040.0}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 8820.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 6180.0}]",128,31700.0,31700.0,1.0,FAILURE,True,most worthless currency,"<a href="""" onclick='return ShowCashtag(""RIAL"""
2025-07-13 17:05:30+00:00,animal,BqS9zdsJop6oabyxF9Ympd7pw9J2idcyDXnzMheu6JSQ,6,"[{'type': 'KOL', 'id': 34, 'mc_at_buy': 14900.0}, {'type': 'New Wallet', 'id': 12, 'mc_at_buy': 11830.0}, {'type': 'New Wallet', 'id': 18, 'mc_at_buy': 13250.0}, {'type': 'New Wallet', 'id': 58, 'mc_at_buy': 8600.0}, {'type': 'New Wallet', 'id': 22, 'mc_at_buy': 8039.999999999999}, {'type': 'KOL', 'id': 21, 'mc_at_buy': 6160.0}]",129,17900.0,17900.0,1.0,FAILURE,True,animalcoin,"<a href="""" onclick='return ShowCashtag(""ANIMAL"""
2025-07-13 17:07:38+00:00,Norma,5B2VxqKTKZNi7puZ29NEH3zuTDpNHjep848yqcB8bonk,2,"[{'type': 'New Wallet', 'id': 23, 'mc_at_buy': 17310.0}, {'type': 'KOL', 'id': 35, 'mc_at_buy': 9410.0}]",130,31400.0,134500.0,4.2834394904458595,SUCCESS,True,Norma,"<a href="""" onclick='return ShowCashtag(""NORMA"""
